account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,payment_delay
86,no,no,0,150.8,85,295.9,88,247.2,104,12.5,1,1,no
100,no,yes,26,197.7,80,232.6,83,196.7,120,12.0,5,1,no
90,no,no,0,102.0,118,113.3,134,188.6,105,11.4,3,2,no
183,no,yes,31,211.9,126,224.3,125,226.2,125,13.8,2,1,no
76,no,no,0,208.5,124,173.0,117,221.1,95,9.8,3,0,no
138,yes,no,0,261.1,96,170.9,120,71.1,89,0.0,0,3,yes
75,no,yes,27,117.5,102,206.8,127,194.4,114,4.2,7,3,no
130,no,no,0,213.1,105,206.2,108,163.4,93,8.9,3,0,no
146,no,no,0,138.4,104,158.9,122,47.4,73,3.9,9,4,yes
141,no,no,0,215.8,79,112.7,85,221.8,109,5.6,4,2,no
132,no,no,0,222.4,85,165.4,76,208.4,97,11.2,4,0,no
119,no,no,0,73.7,66,160.5,132,214.2,67,13.0,6,3,no
105,no,no,0,140.6,109,178.6,51,217.0,83,6.8,3,2,no
114,yes,no,0,200.7,72,271.2,79,188.2,97,13.4,7,2,yes
110,no,yes,34,192.3,114,129.3,114,136.3,102,6.3,12,1,no
154,no,yes,14,183.0,113,187.0,144,181.1,112,10.2,3,1,no
169,no,no,0,135.7,111,223.0,124,167.5,101,9.5,4,1,no
83,no,no,0,268.7,81,145.5,100,185.6,86,9.4,6,0,no
101,no,no,0,154.4,130,217.2,101,185.4,52,13.9,4,1,no
113,no,yes,39,209.8,77,164.1,90,159.7,100,9.0,4,1,no
151,yes,no,0,218.0,57,114.4,88,269.2,95,12.4,1,0,yes
89,no,no,0,115.4,99,209.9,115,280.9,112,15.9,6,3,no
114,no,yes,23,186.2,95,258.3,129,183.9,93,7.8,6,0,no
96,no,no,0,173.9,111,287.4,105,204.8,91,9.1,7,1,no
104,no,no,0,111.9,105,197.7,121,302.8,108,10.1,5,1,no
131,no,yes,34,156.6,134,71.0,95,261.7,120,13.4,10,1,no
124,no,no,0,157.4,107,167.8,112,188.8,102,8.8,3,3,no
115,no,yes,26,170.5,107,217.2,77,225.7,71,13.6,5,6,no
66,no,yes,29,229.4,104,257.4,84,231.5,119,8.0,1,2,no
91,no,no,0,289.3,73,179.8,86,186.7,94,6.4,7,1,yes
97,yes,no,0,143.7,117,273.0,82,178.3,81,10.9,3,0,no
110,no,no,0,148.5,115,276.4,84,193.6,112,12.4,3,1,no
82,no,yes,29,163.8,77,134.9,112,79.3,95,8.8,2,2,no
78,no,no,0,137.4,109,237.6,49,206.7,136,14.0,11,3,no
162,no,no,0,70.7,108,157.5,87,154.8,82,9.1,3,4,yes
91,no,no,0,139.8,109,157.0,91,218.6,122,13.6,4,3,no
178,no,yes,22,112.8,66,232.6,100,194.8,119,14.3,3,1,no
92,no,no,0,240.2,86,107.6,79,156.6,121,7.5,4,1,no
180,no,no,0,143.5,121,189.3,111,174.9,82,8.8,5,3,no
77,no,no,0,134.5,119,119.7,104,250.7,112,9.3,5,0,no
70,no,no,0,222.8,114,215.9,113,223.5,122,0.0,0,1,no
79,no,no,0,161.6,94,187.5,110,220.8,71,10.3,7,2,no
96,no,no,0,150.0,122,218.5,116,212.4,89,9.8,1,3,no
113,no,no,0,215.5,129,218.7,117,207.1,91,6.6,9,4,no
141,no,no,0,217.1,110,241.5,111,253.5,103,12.0,6,0,no
159,no,no,0,87.7,103,278.2,97,170.6,93,10.5,10,1,no
43,no,no,0,179.3,97,252.7,126,227.5,114,8.0,5,0,no
127,no,yes,36,183.2,117,126.8,76,263.3,71,11.2,8,1,no
116,no,no,0,245.9,73,240.1,87,158.7,89,8.9,5,3,no
66,no,yes,35,190.8,100,261.3,93,209.5,108,8.9,6,0,no
119,no,no,0,133.4,102,204.6,71,196.9,103,11.1,7,1,no
13,no,no,0,167.4,117,223.5,102,215.8,108,9.0,3,1,no
148,no,yes,11,252.9,129,284.3,88,262.8,99,12.3,1,1,no
123,no,no,0,172.2,92,162.6,76,250.3,101,8.7,4,1,no
87,no,no,0,120.5,99,210.0,81,224.7,141,8.6,2,2,no
17,no,no,0,180.4,121,228.5,111,199.5,99,14.8,5,0,no
69,no,no,0,153.7,109,194.0,105,256.1,114,14.1,6,1,no
62,no,no,0,186.8,94,207.6,92,195.0,98,8.8,4,3,no
46,no,no,0,124.8,133,157.3,143,199.3,72,8.6,4,2,no
95,no,no,0,69.4,79,190.8,109,219.9,102,8.9,5,0,no
108,yes,no,0,115.1,114,211.3,70,136.1,85,13.8,3,2,yes
149,no,no,0,196.3,108,136.8,96,154.7,87,7.7,3,2,no
146,no,no,0,189.3,77,155.9,128,186.0,83,7.4,3,0,no
24,no,no,0,243.0,91,183.9,77,184.3,109,15.3,6,0,yes
100,no,yes,25,246.6,94,141.4,112,189.8,109,13.0,5,1,no
72,no,no,0,129.8,106,188.7,138,212.5,116,8.3,4,4,yes
119,yes,yes,15,160.0,95,209.5,110,82.3,107,8.7,5,5,yes
93,no,no,0,131.9,91,203.8,92,205.6,121,6.8,3,1,no
151,no,no,0,175.7,91,152.3,127,140.0,88,10.7,10,1,no
143,no,no,0,168.6,85,176.3,89,282.3,69,13.3,10,1,no
90,no,no,0,180.0,58,229.4,88,162.2,110,13.2,9,1,no
81,no,no,0,220.8,77,148.5,87,183.9,100,7.6,3,2,no
136,yes,yes,33,203.9,106,187.6,99,101.7,107,10.5,6,3,no
85,no,no,0,234.5,113,237.3,116,122.7,110,12.9,3,4,no
109,yes,no,0,268.4,85,150.6,131,297.9,84,9.7,8,2,yes
99,no,no,0,174.1,102,99.1,118,211.6,126,7.7,2,2,no
37,no,no,0,257.3,117,134.5,92,306.2,102,8.2,5,3,no
147,no,no,0,205.3,95,166.7,128,240.6,84,7.8,4,1,no
98,no,no,0,187.2,127,195.6,88,181.8,129,5.1,4,1,no
157,no,no,0,224.5,111,200.7,99,116.6,118,11.5,2,2,no
114,no,yes,34,114.5,64,229.3,84,288.8,68,10.4,16,0,no
127,yes,no,0,143.2,60,179.5,159,171.8,122,6.2,4,4,yes
138,no,no,0,171.4,117,115.2,128,224.5,115,17.0,4,3,no
91,no,yes,37,162.3,107,233.9,115,277.4,94,9.2,4,0,no
41,yes,yes,31,278.1,86,268.1,103,241.5,77,11.3,4,0,no
77,no,no,0,163.0,112,219.1,89,233.4,66,6.7,3,2,no
140,no,yes,24,235.4,92,160.9,71,211.9,99,8.9,2,3,no
88,no,no,0,131.5,99,174.8,128,184.2,83,7.9,2,5,yes
146,no,no,0,195.9,86,228.6,82,303.5,94,12.2,4,3,no
99,no,no,0,238.4,96,246.5,130,198.4,117,12.4,4,3,no
117,no,yes,35,190.7,100,209.7,107,202.5,101,12.4,5,1,no
53,no,no,0,164.1,106,206.0,56,194.7,124,11.4,2,1,no
189,no,no,0,219.9,80,143.3,117,130.6,69,11.7,7,1,no
94,no,no,0,139.4,95,159.1,92,128.2,129,7.7,3,0,no
130,no,no,0,68.4,86,193.3,110,171.5,139,10.4,4,0,no
110,yes,no,0,293.3,79,188.5,90,266.9,91,14.5,4,0,yes
136,yes,yes,22,160.3,115,273.2,88,203.2,89,11.7,2,0,yes
104,no,no,0,97.2,88,155.6,85,261.6,105,12.4,5,0,no
70,no,no,0,213.4,86,204.7,77,256.6,101,5.7,4,1,no
7,no,no,0,170.2,83,137.2,123,188.0,67,11.1,7,2,no
124,no,no,0,312.0,112,180.0,109,168.6,94,12.8,4,1,yes
105,no,yes,15,88.1,125,175.9,142,269.9,85,9.7,1,2,no
86,no,no,0,124.1,82,202.6,120,289.6,119,6.7,8,3,no
54,no,yes,28,217.4,98,246.2,120,127.0,92,7.5,8,1,no
104,no,no,0,264.0,108,132.2,75,177.7,91,10.6,8,3,no
111,no,no,0,249.8,109,242.4,106,231.8,78,11.6,4,0,yes
65,no,no,0,192.0,89,139.5,88,187.4,102,5.5,4,2,no
25,yes,no,0,211.7,51,225.2,74,197.4,95,12.0,3,0,no
122,no,yes,23,134.2,85,227.3,132,122.4,96,8.5,2,2,no
113,no,yes,23,205.0,101,152.0,60,158.6,59,10.2,5,2,no
87,yes,yes,36,171.2,138,185.8,102,227.6,97,10.8,3,1,no
105,no,no,0,141.8,85,191.3,101,133.6,126,10.9,3,1,no
70,no,no,0,152.8,145,183.6,102,151.8,75,10.5,2,1,no
163,no,no,0,202.9,100,178.6,46,203.8,116,12.8,3,5,no
36,yes,yes,19,171.9,96,198.4,111,321.7,76,10.5,1,1,yes
88,yes,no,0,132.9,132,208.2,82,260.5,42,14.4,11,2,yes
78,no,no,0,168.3,110,221.2,73,241.0,136,12.5,1,1,no
140,no,no,0,201.9,114,181.7,97,184.5,122,12.1,10,0,no
97,no,no,0,120.8,96,169.8,101,194.1,63,11.9,3,4,yes
68,no,no,0,213.9,112,260.5,100,233.8,97,8.4,3,1,yes
119,no,no,0,222.8,122,163.2,107,160.6,112,11.2,6,1,no
119,no,yes,19,178.1,110,212.8,100,226.3,123,10.0,6,1,no
131,no,yes,29,239.7,102,212.8,109,187.7,77,10.5,2,1,no
175,no,no,0,132.0,95,231.2,74,313.4,108,8.7,10,1,no
88,no,no,0,142.2,107,262.4,84,139.2,99,10.1,5,1,no
172,no,no,0,169.8,123,183.1,94,395.0,72,12.7,7,2,no
148,no,yes,26,158.7,91,160.5,127,218.3,88,9.9,3,1,no
101,no,no,0,253.2,89,237.9,114,154.3,85,9.7,7,4,no
21,no,no,0,91.9,109,198.4,111,171.7,125,13.0,7,2,no
137,no,yes,19,175.3,96,241.3,146,211.4,109,7.8,2,0,no
85,no,no,0,274.7,79,119.4,122,296.9,74,9.4,10,1,no
159,no,yes,19,184.1,78,194.5,71,225.6,101,16.9,3,0,no
132,no,yes,39,175.7,93,187.2,94,225.5,118,8.6,3,2,no
1,no,no,0,175.2,74,151.7,79,230.5,109,5.3,3,1,no
120,no,no,0,158.0,110,197.0,103,154.9,132,10.0,5,1,no
61,no,yes,31,252.1,98,215.7,149,135.7,117,5.1,4,2,no
162,no,no,0,49.2,121,143.9,136,203.0,97,12.1,13,1,no
129,no,no,0,52.2,93,128.8,117,141.7,63,9.4,12,1,no
142,no,no,0,204.2,98,188.9,85,231.2,136,6.5,6,1,no
67,no,no,0,138.9,65,208.9,109,232.4,82,9.2,3,2,no
100,no,yes,31,67.7,67,147.1,116,288.3,103,12.3,2,6,yes
159,no,no,0,275.8,103,189.5,108,223.9,93,7.4,5,2,yes
137,yes,no,0,135.1,95,134.1,102,223.1,81,12.3,2,2,yes
55,no,no,0,181.3,100,200.5,122,226.9,99,10.9,2,1,no
102,no,yes,27,109.8,66,207.3,76,236.9,101,10.3,7,0,no
25,no,no,0,264.9,80,281.2,66,166.1,80,8.4,4,1,yes
85,no,no,0,165.8,96,190.0,141,144.0,116,10.9,3,5,yes
61,no,no,0,267.1,104,180.4,131,230.6,106,17.3,4,1,yes
109,no,yes,40,155.9,110,161.2,99,229.2,81,11.5,13,0,no
34,no,no,0,193.7,74,126.9,84,221.2,166,8.8,4,0,no
81,no,no,0,165.2,109,170.6,96,205.0,74,9.9,4,0,no
36,no,no,0,184.6,132,193.7,69,283.5,83,5.9,3,1,no
100,no,no,0,220.3,106,126.1,124,242.0,67,10.2,1,3,no
106,no,no,0,273.8,120,149.3,104,193.9,127,11.2,3,0,no
184,no,no,0,151.7,93,178.5,77,229.1,111,13.1,8,2,no
88,no,no,0,153.5,94,251.7,118,182.2,99,8.5,6,1,no
126,no,no,0,181.7,102,216.3,114,317.9,83,12.4,6,1,no
149,no,no,0,244.2,83,262.0,72,144.5,113,7.0,4,1,no
27,no,no,0,232.1,81,210.8,101,165.4,87,15.0,6,5,no
127,no,no,0,202.1,103,229.4,86,195.2,113,11.5,3,2,no
106,no,no,0,158.6,112,220.0,114,252.9,106,9.1,3,0,no
57,no,yes,26,138.7,99,134.5,105,261.7,95,13.0,5,2,no
99,no,no,0,146.7,64,274.0,99,321.3,98,8.9,1,3,no
122,no,no,0,126.0,89,147.0,95,280.2,97,5.6,4,0,no
78,no,no,0,140.0,84,216.8,73,224.5,102,9.0,6,2,no
140,no,no,0,148.3,86,184.2,151,179.1,83,10.9,4,0,no
109,no,no,0,217.0,115,207.0,142,268.0,106,8.2,4,1,no
117,yes,no,0,198.4,121,249.5,104,162.8,115,10.5,5,1,no
89,no,no,0,82.3,77,167.2,80,194.7,70,7.2,4,1,no
111,yes,no,0,177.1,102,249.1,102,153.3,66,8.8,4,2,no
100,no,no,0,191.9,95,200.9,101,271.9,74,18.2,3,1,no
93,no,no,0,328.1,106,151.7,89,303.5,114,8.7,3,1,yes
82,no,no,0,167.1,77,131.8,79,187.4,98,9.4,1,6,yes
138,no,no,0,194.3,83,189.9,97,232.2,102,9.0,3,5,no
116,no,no,0,164.6,110,270.6,103,230.4,109,8.0,3,0,no
101,no,yes,23,262.2,101,157.0,80,129.1,100,7.3,14,1,no
153,no,no,0,159.5,103,275.5,90,176.7,126,10.1,2,1,yes
102,no,yes,32,135.7,108,216.5,134,160.5,125,13.0,7,1,no
53,no,no,0,168.8,97,220.3,87,154.3,113,10.9,2,0,no
155,no,no,0,250.5,89,146.1,84,164.2,60,8.4,3,1,no
170,no,no,0,285.7,44,167.5,144,260.0,97,8.7,4,1,yes
109,no,no,0,222.2,113,218.5,122,266.0,88,10.9,5,1,no
118,no,yes,36,294.9,106,165.7,115,189.2,63,9.8,5,3,no
93,no,yes,32,218.7,117,115.0,61,192.7,85,9.4,5,2,no
157,no,no,0,185.1,92,213.0,85,196.1,85,8.5,5,2,no
65,no,no,0,245.7,139,241.9,113,285.3,117,4.2,5,4,yes
107,no,no,0,204.5,108,162.4,110,155.0,102,13.4,1,3,no
103,no,no,0,70.9,134,134.5,112,168.8,164,12.0,6,2,no
95,no,yes,35,229.1,143,148.2,104,248.4,110,3.9,3,0,no
124,no,no,0,251.5,85,214.2,98,186.1,71,11.1,6,3,no
80,no,yes,22,182.8,142,229.3,111,313.8,85,11.3,2,1,no
120,no,yes,31,211.0,117,238.7,77,184.5,99,14.0,8,1,no
87,no,yes,33,125.0,99,235.3,81,215.3,95,10.2,7,2,no
52,no,no,0,215.9,67,217.0,108,342.8,130,5.2,2,1,no
144,yes,yes,35,174.8,127,219.6,93,255.8,90,12.8,3,0,no
111,no,no,0,99.3,112,270.5,136,225.3,94,9.0,6,3,no
65,no,no,0,105.7,95,141.8,100,180.5,105,6.6,12,2,no
111,no,no,0,172.8,58,183.1,108,158.8,104,7.9,3,4,yes
158,no,no,0,205.2,97,240.6,77,79.7,108,14.4,12,0,no
122,no,no,0,145.6,102,284.7,111,228.2,91,12.2,5,0,no
78,no,yes,32,210.3,116,192.2,83,246.1,92,10.8,4,6,no
66,no,no,0,87.6,76,262.0,111,184.6,125,9.2,5,1,no
137,no,no,0,104.7,115,249.8,144,192.3,99,8.9,2,1,no
125,no,no,0,214.7,115,260.6,94,266.3,123,7.4,6,3,no
119,no,no,0,226.6,126,143.6,107,94.9,123,12.1,5,1,no
73,no,no,0,224.4,90,159.5,88,192.8,74,13.0,2,1,no
138,no,no,0,146.5,101,284.5,142,176.0,98,14.0,6,3,no
121,no,no,0,207.9,98,210.5,96,109.6,114,7.7,2,2,no
51,no,no,0,86.4,102,202.1,113,113.0,84,11.9,6,2,no
72,no,yes,31,221.4,124,313.4,96,175.9,94,11.8,1,3,no
107,no,yes,25,248.6,91,119.3,115,194.3,83,12.0,1,1,no
61,no,no,0,197.3,67,264.5,106,210.5,116,9.0,6,1,no
52,no,yes,21,195.7,119,106.2,95,157.4,94,5.3,3,2,no
161,yes,no,0,156.1,114,180.3,63,179.6,115,11.1,9,2,no
125,no,yes,36,201.3,117,42.2,78,125.7,104,5.4,3,1,no
158,no,no,0,195.9,103,89.1,95,302.2,82,10.3,3,1,no
114,no,no,0,191.5,88,175.2,78,220.3,118,0.0,0,0,no
118,yes,yes,52,123.7,114,133.2,137,191.8,102,7.9,3,0,no
110,no,no,0,162.0,81,247.5,89,155.5,99,8.9,8,0,no
105,no,no,0,204.6,111,134.4,109,260.8,69,5.7,7,1,no
85,no,no,0,255.3,114,194.6,83,276.6,78,3.7,5,3,no
124,no,yes,30,144.5,35,262.3,101,226.5,82,12.0,7,2,no
78,no,yes,13,281.2,93,178.2,101,244.2,129,6.4,5,2,no
86,no,no,0,70.7,125,211.0,113,174.6,107,0.0,0,2,no
167,no,yes,30,195.8,118,166.4,109,297.4,84,11.7,2,0,no
95,yes,yes,41,136.8,91,200.8,61,133.7,67,10.3,9,5,yes
73,no,no,0,159.0,123,233.3,95,178.9,155,15.2,3,2,no
133,no,no,0,240.8,72,202.7,62,212.9,76,7.7,5,1,no
81,no,yes,36,115.9,120,236.6,95,255.0,90,11.7,6,3,no
98,no,no,0,307.2,65,138.6,97,381.6,99,10.2,4,2,yes
177,no,no,0,232.8,106,175.2,97,212.2,77,12.5,7,2,no
60,no,yes,20,118.3,113,253.8,97,172.8,78,9.4,4,1,no
112,no,no,0,105.3,101,187.2,92,206.4,101,11.1,2,4,yes
122,no,no,0,234.1,101,200.2,121,237.4,89,13.1,9,2,no
81,no,yes,33,161.6,117,123.0,90,261.3,101,12.2,5,1,no
123,no,yes,32,212.3,77,251.5,78,208.7,85,6.6,2,3,no
58,no,yes,29,240.4,80,118.9,91,164.2,108,11.2,3,1,no
54,no,yes,24,92.3,88,193.1,98,99.3,119,11.6,3,2,no
73,no,no,0,67.0,76,223.0,154,236.5,151,11.2,2,1,no
39,no,no,0,157.2,81,247.7,131,215.7,141,9.9,9,1,no
129,no,no,0,198.4,91,264.7,106,111.4,101,9.2,2,2,no
145,yes,yes,30,175.3,107,153.3,116,233.6,85,11.1,3,1,no
62,no,no,0,159.9,100,172.2,99,263.2,109,5.6,4,1,no
74,no,no,0,176.1,79,208.3,105,237.5,86,16.1,4,4,no
65,no,yes,23,224.2,106,189.6,100,222.8,75,9.8,4,0,no
57,no,yes,23,208.7,57,233.4,132,108.8,117,9.1,5,1,no
185,no,no,0,89.4,77,288.9,128,162.9,93,10.4,2,3,no
86,no,yes,16,145.7,88,191.0,129,215.5,82,11.3,7,0,no
3,no,yes,36,118.1,117,221.5,125,103.9,89,11.9,6,2,no
86,no,no,0,194.2,98,193.8,95,192.0,123,9.3,7,3,no
1,no,no,0,196.1,107,296.5,82,211.5,91,7.0,2,1,no
69,no,no,0,215.9,122,270.3,114,301.8,129,6.1,5,4,yes
120,no,no,0,79.2,123,212.1,106,224.6,104,10.2,4,3,no
111,no,no,0,110.4,103,137.3,102,189.6,105,7.7,6,2,no
111,yes,no,0,159.4,47,269.3,53,179.8,103,13.7,2,2,yes
156,no,no,0,189.4,114,145.7,96,192.8,121,4.5,13,0,no
57,no,yes,30,179.2,105,283.2,83,228.1,77,14.7,5,1,no
124,no,no,0,178.3,102,235.0,120,239.7,119,10.9,1,3,no
133,no,no,0,171.8,64,177.1,83,223.0,96,10.3,4,1,no
157,no,no,0,248.7,113,251.8,79,262.7,46,7.5,3,5,yes
48,no,no,0,176.9,110,274.3,114,115.3,125,11.0,2,1,no
94,no,no,0,190.4,91,92.0,107,224.8,108,13.6,17,2,no
137,no,no,0,248.3,63,250.4,108,159.1,94,9.6,4,1,no
90,no,yes,31,118.5,92,257.9,76,186.2,96,9.0,6,1,no
136,no,no,0,142.3,79,158.0,113,177.5,75,6.0,11,2,no
129,yes,no,0,267.4,78,204.2,85,111.7,146,5.9,4,1,no
139,no,no,0,165.0,132,249.7,86,170.3,128,12.6,8,1,no
129,no,yes,31,193.0,99,224.8,87,197.6,91,10.3,8,2,no
98,no,yes,21,161.2,114,252.2,83,160.2,92,4.4,8,4,no
137,yes,no,0,174.0,123,161.3,115,260.7,98,11.4,3,2,no
141,yes,yes,37,258.6,84,222.0,111,326.4,97,11.2,5,0,no
145,no,no,0,129.4,97,185.4,101,204.7,106,1.1,2,2,no
13,no,no,0,143.1,139,239.6,88,221.7,123,7.1,5,2,no
97,no,no,0,169.7,84,165.9,86,191.9,83,12.8,6,3,no
52,no,yes,20,133.3,63,184.1,123,272.9,107,13.5,2,1,no
176,no,yes,31,167.0,93,174.1,128,155.0,124,10.4,4,3,no
105,no,no,0,167.7,93,234.1,103,169.7,121,6.9,5,3,no
116,no,yes,35,200.4,104,272.8,89,214.5,100,8.3,4,1,no
150,no,no,0,170.0,115,162.7,138,267.2,77,8.3,2,0,no
22,no,yes,23,182.1,94,164.6,59,128.8,102,12.7,4,3,no
64,no,no,0,50.6,91,308.9,78,255.4,114,13.7,5,2,no
107,no,no,0,257.7,98,156.5,84,104.4,123,9.8,3,1,no
122,no,yes,30,230.1,108,287.6,76,177.1,85,6.9,3,2,no
117,yes,no,0,287.4,118,259.6,84,153.2,86,10.0,3,1,yes
74,no,yes,25,194.6,84,119.9,103,175.5,75,13.1,2,2,no
67,no,no,0,152.5,131,252.4,107,185.4,104,4.9,3,2,no
74,no,no,0,148.5,111,146.5,42,289.2,83,9.9,6,3,no
80,no,no,0,206.3,97,154.9,98,263.6,82,12.4,12,0,no
105,yes,yes,28,156.1,89,107.1,114,167.7,95,14.7,3,0,yes
68,yes,yes,29,195.5,113,171.6,96,204.0,85,13.5,9,1,yes
130,no,no,0,124.3,70,270.7,99,239.5,83,3.5,6,0,no
178,no,no,0,225.4,104,110.7,90,134.1,109,15.3,5,2,yes
21,no,no,0,225.0,110,244.2,111,221.2,93,10.7,4,0,no
109,no,yes,39,86.4,69,189.1,108,225.4,119,4.8,4,2,no
135,no,no,0,167.1,105,131.6,120,242.6,83,10.4,2,3,no
92,yes,no,0,255.8,125,142.7,111,181.2,101,11.7,3,0,no
77,no,no,0,136.5,95,182.6,102,233.6,93,9.9,10,1,no
118,no,no,0,103.6,107,82.0,149,169.5,103,6.6,6,0,no
74,no,no,0,203.8,77,205.1,111,154.9,109,9.0,2,1,no
149,no,yes,28,180.7,92,187.8,64,265.5,53,12.6,3,3,no
111,no,no,0,171.5,108,204.4,106,238.8,90,10.7,4,3,no
163,yes,no,0,197.2,90,188.5,113,211.1,94,7.8,8,1,no
148,no,no,0,208.4,120,174.4,99,310.7,105,11.2,4,1,no
86,no,yes,29,225.4,79,187.1,112,281.1,112,12.9,3,1,no
60,no,no,0,135.4,134,205.9,85,204.0,103,7.9,4,1,no
108,no,no,0,246.2,102,202.4,134,180.1,95,9.4,5,1,no
112,no,no,0,135.7,34,243.0,99,209.3,115,12.2,8,1,no
75,no,no,0,226.1,105,201.5,107,246.2,98,10.3,5,1,no
139,no,no,0,221.3,140,157.8,89,192.5,89,11.3,6,1,no
150,no,no,0,136.6,112,209.4,81,161.1,78,12.2,2,4,yes
147,no,yes,38,243.4,126,273.8,109,282.9,91,14.1,8,2,no
68,no,no,0,172.5,115,221.9,126,170.9,98,6.8,8,4,no
136,no,no,0,221.4,120,249.5,78,192.0,68,13.6,2,0,no
169,no,yes,22,149.1,103,207.2,91,265.4,92,11.4,7,2,no
88,no,no,0,152.9,119,171.2,107,257.0,106,12.0,5,2,no
119,no,no,0,159.1,114,231.3,117,143.2,91,8.8,3,5,yes
124,no,no,0,157.5,70,130.7,79,193.4,98,9.6,4,3,no
32,no,yes,31,232.8,97,183.5,111,206.8,111,13.0,2,0,no
193,no,no,0,170.9,124,132.3,95,112.9,89,11.6,3,1,no
27,no,no,0,82.6,105,204.0,99,224.2,122,9.1,4,1,no
100,no,no,0,131.1,108,176.2,81,89.7,81,4.3,4,1,no
39,no,no,0,160.4,68,102.6,103,235.3,106,9.1,5,2,no
100,no,no,0,188.5,152,148.3,115,179.8,88,15.2,5,2,no
80,no,no,0,239.9,121,142.3,51,364.3,106,9.3,5,1,no
81,no,no,0,234.1,105,237.4,88,240.6,85,11.4,4,1,no
49,no,no,0,266.3,90,207.8,117,205.0,98,14.0,2,2,yes
52,no,yes,32,130.1,68,247.2,77,289.4,87,13.5,5,2,no
104,no,no,0,139.7,78,202.6,119,203.6,102,11.3,5,2,no
98,no,no,0,271.4,119,190.4,102,284.7,118,11.1,6,4,yes
87,no,no,0,186.9,79,182.6,105,143.1,90,4.2,14,1,no
138,yes,yes,17,225.2,116,173.4,88,145.8,99,11.7,4,0,no
83,no,no,0,129.6,81,189.7,117,219.0,118,9.8,4,2,no
147,no,no,0,155.1,117,239.7,93,208.8,133,10.6,4,0,no
168,no,yes,42,97.4,57,203.6,98,173.9,124,11.4,2,2,no
57,yes,no,0,227.4,94,146.4,115,211.4,92,8.3,5,1,no
165,no,no,0,195.2,84,229.5,116,185.3,147,11.9,3,0,no
135,no,no,0,112.7,123,280.0,90,251.9,110,10.4,2,0,no
127,yes,no,0,180.9,114,209.5,118,249.9,105,7.4,4,2,no
136,no,no,0,163.4,83,249.3,119,249.7,90,9.8,4,7,no
80,yes,yes,15,159.3,110,170.6,120,141.2,82,11.9,5,1,no
70,no,yes,30,143.4,72,170.0,92,127.9,68,9.4,4,3,no
173,no,yes,20,60.2,100,118.1,76,230.1,131,13.3,4,1,no
34,no,no,0,210.4,75,205.1,108,230.5,129,12.5,2,1,no
132,no,no,0,176.7,132,244.1,80,176.3,120,9.1,4,2,no
73,no,no,0,214.2,90,196.8,78,157.9,112,5.9,8,0,no
167,yes,no,0,181.2,122,262.5,77,214.0,88,8.4,4,0,no
178,no,no,0,179.7,112,276.6,91,169.7,101,10.1,7,3,no
87,no,no,0,198.3,80,187.0,89,133.5,96,16.6,4,2,no
104,no,no,0,144.5,107,180.5,85,226.0,94,17.0,6,2,no
45,yes,no,0,189.6,96,171.7,69,222.0,102,13.9,7,1,yes
101,no,no,0,153.8,89,234.0,89,196.3,77,11.6,2,4,no
97,no,yes,28,283.1,93,185.4,98,312.8,78,6.1,8,1,no
51,no,no,0,214.8,94,149.7,58,283.4,66,10.2,5,0,no
85,no,yes,21,283.2,110,239.7,108,149.5,80,6.3,1,5,no
51,no,no,0,180.5,88,134.7,102,170.7,97,10.0,3,2,no
75,no,no,0,209.4,133,211.5,121,291.2,123,7.2,4,1,no
68,no,no,0,248.6,59,199.1,126,112.5,117,6.5,3,2,no
84,no,no,0,204.1,132,164.4,117,165.1,123,0.0,0,1,no
21,no,no,0,197.6,105,206.4,88,169.6,143,9.6,2,3,no
189,no,no,0,208.3,106,236.7,123,179.1,120,11.3,5,3,no
132,no,no,0,265.8,122,285.1,90,183.6,124,13.6,9,2,yes
140,no,no,0,220.1,100,182.2,112,250.3,98,11.6,8,1,no
141,no,no,0,51.9,108,162.0,83,223.5,115,10.1,3,3,no
136,no,no,0,101.7,105,202.8,99,136.2,119,9.4,6,3,no
127,yes,no,0,242.2,102,226.1,80,252.0,96,13.9,5,2,yes
118,no,no,0,267.8,145,316.4,121,208.6,91,14.4,11,5,yes
77,no,yes,28,135.9,117,244.5,102,207.5,74,11.5,3,4,yes
104,no,no,0,186.8,102,176.3,114,222.2,84,13.0,3,0,no
107,no,yes,30,198.9,87,207.0,90,159.8,76,12.6,4,3,no
122,yes,no,0,140.0,101,196.4,77,120.1,133,9.7,4,4,yes
109,yes,no,0,166.5,101,268.4,119,126.2,112,10.2,3,3,no
72,no,no,0,138.9,111,211.6,102,179.5,91,10.8,3,1,no
144,no,yes,38,105.0,86,121.8,123,221.5,122,3.7,4,0,no
83,no,no,0,228.4,113,163.3,103,248.0,114,7.8,6,1,no
63,no,no,0,204.0,119,161.7,90,202.6,113,9.4,4,3,no
97,no,yes,15,117.6,97,196.3,126,157.4,113,6.4,3,1,no
74,no,no,0,225.2,93,215.1,120,241.8,95,9.1,2,2,no
68,no,no,0,178.7,61,252.3,84,255.7,76,8.4,4,1,no
159,no,no,0,181.0,107,188.4,114,175.8,41,9.9,4,7,no
173,no,no,0,191.4,114,168.5,138,109.3,99,10.3,3,1,no
